canonical_form_id,court_type,form_number,official_title,procedure_stage,official_source_result,source_revision_status,required_structured_fact,user_facing_status,classification,reason
"d2b62ce9-208a-4c13-abb7-7df34339c2b5","small-claims","Form 20R","Notice of Termination of Garnishment - .","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"11d29a6f-8a01-48a6-bb76-f8246e853006","small-claims","Form 4A","Consent to Act as Litigation Guardian","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e3c5b69e-4578-4c2d-91e8-c36cf3811001","small-claims","Form 4B","Affidavit (Motion for Payment Out of Court)","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"4c05c9e1-14cf-493e-982a-c14ffc1db4c5","small-claims","Form 5A","Notice to Alleged Partner","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a289d2a2-a691-45eb-a625-15c42c6da695","small-claims","Form 7A","Plaintiff's Claim","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"a576815d-2bc8-4a13-9502-348eec5819e2","small-claims","Form 8A","Affidavit of Service","already-started","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"b57f8c42-6816-4ef6-9ae3-6469b5d037ad","small-claims","Form 8B","Lawyer or Paralegal’s Certificate of Service","already-started","ambiguous-official-identity","Aug. 1, 2022","","user-facing catalogue record","provenance-missing","Multiple canonical IDs resolve to the same current official form page; survivor identity requires a separate canonical-ID repair review."
"7768bbfe-7dbd-47d7-b6ee-66b479e7282d","small-claims","Form 8B","Lawyer or Paralegal’s Certificate of Service .","already-started","ambiguous-official-identity","Aug. 1, 2022","","user-facing catalogue record","provenance-missing","Multiple canonical IDs resolve to the same current official form page; survivor identity requires a separate canonical-ID repair review."
"b429d68c-e1d4-4eb0-b7a2-4a0069e173d6","small-claims","Form 9A","Defence","responding","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"1c785e1a-861e-49d2-8614-2419c7fef6df","small-claims","Form 9B","Request to Clerk","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
